legal_name,dba_name,city,latitude ,longitude
ROBERT E AND BEVERLY A SANCHEZ,MC DONALDS OF EAST L A,LOS ANGELES,34.0271,-118.1995
ROBERT G DUNN II,NAMS RED DOOR RESTAURANT,SAN PEDRO,33.7237,-118.2879
ROBERT MCPRIDE,VEGAN MY THAI & SEAFOOD,CHATSWORTH,34.257,-118.6023
ROBERT NIZICH/NINO J ROSINI,CAFE INTERNATIONAL,SAN PEDRO,33.7312,-118.2776
ROBERT S TUSQUELLAS,TUSQUELLAS FISH & OYSTER BAR,LOS ANGELES,34.0713,-118.36
ROBERT W GOODFADER/WALTER D DIXON,SIDEWALK CAFE,VENICE,33.9879,-118.4745
ROBERT'S RUSSIAN CUISINE INC,ROBERT'S RUSSIAN CUISINE,LOS ANGELES,34.1,-118.3452
ROBERTO  CAMPOS ESPINOZA,,SAN PEDRO,33.7435,-118.2878
ROBERTO FONSECA ORDUNA,,LOS ANGELES,34.0007,-118.2739
ROBERTO G REYES/LEMUEL BALAGOT,L A ROSE CAFE,LOS ANGELES,34.0955,-118.2928
ROBERTO PATINO,,LOS ANGELES,34.0334,-118.3882
ROBERTO SOOFANI,REYHAN KABOB,CULVER CITY,33.986,-118.4013
ROBERTO SOOFANI,,LOS ANGELES,33.986,-118.4013
ROBERTO'S CLUB INC,,LOS ANGELES,34.0595,-118.2379
ROBERTSON SUSHI CORP,SUSHI TAMA,LOS ANGELES,34.076,-118.3832
ROBINHOOD INC,THE ROBIN HOOD,SHERMAN OAKS,34.1721,-118.4302
ROCIO ARMENTA,SHYO RAMEN,LOS ANGELES,34.0833,-118.3099
ROCK & CHISEL INC,,LOS ANGELES,34.0616,-118.3081
ROCK & REILLYS USC LLC,,LOS ANGELES,34.0264,-118.2841
ROCK SUGAR INCORPORATED,ROCK SUGAR PAN ASIAN KITCHEN,LOS ANGELES,34.0594,-118.4208
ROCKIN WINGS LLC,,LOS ANGELES,34.1248,-118.2198
ROCKN FISH 2 LLC,ROCK'N FISH L.A. LIVE,LOS ANGELES,34.045,-118.2639
RODEO CATERING & EVENTS INC,SAVORE CUISINE & EVENTS,LOS ANGELES,34.013,-118.2806
RODERICK DANIEL,BARBECUE KING,LOS ANGELES,33.9939,-118.2917
RODINI PARK LP,,NORTH HOLLYWOOD,34.1649,-118.3716
RODOLFO GARRIDO,MI COCINITA CHAPINA RESTAURANTE,LOS ANGELES,34.0431,-118.2827
RODOLFO N GONZALEZ,MUY PRONTO MEXICAN FOOD,SAN PEDRO,33.731,-118.2879
RODOLFO/BLANCA SALGUERO,USOLUTAN RESTAURANT,LOS ANGELES,34.0829,-118.2733
RODRIGO JUAREZ REYES,SOLAR FOOD,LOS ANGELES,34.1041,-118.3077
RODRIGUEZ CMC INC,PURE ENERGY CAFE,LOS ANGELES,33.977,-118.3929
RODSENERGY INC.,PURE ENERGY CAFE,PACIFIC PALISADES,34.0391,-118.5552
ROGELIO C MURO,,SAN PEDRO,33.7436,-118.2882
ROGELIO ESPINOZA,MARIELAS TACO 2,LOS ANGELES,34.0795,-118.269
ROGELIO ESPINOZA,MARIELAS TACO,LOS ANGELES,34.069,-118.2957
ROLAND PIERRE PERI,BABALU CAFE,LOS ANGELES,34.0896,-118.3362
ROLL PLAY INC,SUSHI 101,LOS ANGELES,34.0604,-118.3835
ROLL ROLL INC,,TARZANA,34.1727,-118.5606
ROLLIN ROLLINS INC,GYOCHA CAFE,LOS ANGELES,34.0944,-118.3135
ROMALDO H FELIPE,JUNIOR PIZZA,LOS ANGELES,34.0889,-118.2147
ROMAN BERSHATSKI,MAXIM | PALM TERRACE,LOS ANGELES,34.0807,-118.3614
ROMAN S REQUENA,5 STAR TOMBO LOCO RETAURANT,LOS ANGELES,34.0764,-118.2986
ROMANA HOLLYWOOD LLC,TRASTEVERE,LOS ANGELES,34.1015,-118.3401
ROMCO ENTERPRISES INC,GOODFELLAS,SAN PEDRO,33.7387,-118.2846
ROMEO MANAGEMENT INC,SHABUYA,LOS ANGELES,34.0513,-118.2783
RON COR LLC,WHICH WICH,LOS ANGELES,34.038,-118.4411
RONALD C GARCIA,RONNIES DINER | RONNIES DINER INC,LOS ANGELES,33.9857,-118.4251
RONALD D/REBECCA LOWE,NACHO'S,GRANADA HILLS,34.2574,-118.4986
RONALD H SOV/LUCY LOR,WILLIAM'S DONUTS,SHERMAN OAKS,34.1521,-118.4486
RONALD JACKSON AND REBECCA SMITH,SUNCAFE ORGANIC CUISINE,STUDIO CITY,34.1388,-118.3661
RONALD RICH SKYLERT,JEON GOL BOO DAE,LOS ANGELES,34.0689,-118.3091
RONG JIE GUAN,NEW DRAGON RESTAURANT,LOS ANGELES,34.0652,-118.2379
RONI PACHECO,A-Z SHEET METAL AND RESTAURANT EQUIPMENT,RESEDA,34.2022,-118.536
RONWAY6 INC,FISH CATCH,LOS ANGELES,33.9743,-118.3158
RONY JOSE VARGAS /  FRANCISCO GARCIA CUEVAS,SUPER RASPADOS Y ANTOJITOS MEXICANOS,NORTH HILLS,34.2222,-118.4671
"RORO'S CHICKEN, INC",RORO'S CHICKEN,LOS ANGELES,34.0976,-118.3357
RORYS CAFE INC.,,LOS ANGELES,34.0336,-118.2552
ROSA C LOPEZ,RESTAURANT SAN VICENTE,LOS ANGELES,34.0475,-118.3082
ROSA DURAN,RESTAURANTE DURAN AND FAMILIA,SYLMAR,34.2963,-118.4562
ROSA E GARCIA,EL APETITO RESTAURANT,LOS ANGELES,34.0479,-118.2104
"ROSA GONZALEZ, ET AL",JASMIN RESTAURANT,LOS ANGELES,34.047,-118.2186
ROSA JOVITA MARTINEZ MORALES / JOVITA MORALES CURIEL,RJM MEXICAN GRILL,LOS ANGELES,34.0448,-118.3554
ROSA M CASTANEDA VDA DE LEMUS,,LOS ANGELES,34.0471,-118.3083
ROSA MARIA SANCHEZ,ROSA'S KITCHEN,LOS ANGELES,34.047,-118.2692
ROSA MEXICANO LOS ANGELES LLC,ROSA MEXICANO,LOS ANGELES,34.045,-118.2639
ROSA RENTERIA,DON PEDRO'S PALENQUE RESTAURANT,LOS ANGELES,34.0833,-118.1906
ROSA SOTO,ISRAEL CATERING,DOWNEY,33.9564,-118.1375
ROSALIA NAVARRETTE,BRONCO BURRITO RESTAURANT,TARZANA,34.1727,-118.558
ROSALINA VIZCARRA,LA PLACITA,TORRANCE,33.8314,-118.3048
ROSARIO HERNANDEZ,SABOR COLOMBIANO,LOS ANGELES,34.0514,-118.2727
ROSCOE BK RESTAURANT INC,,SHERMAN OAKS,34.1534,-118.4641
ROSEHEN CORP,MCDONALDS #3358/8009,LOS ANGELES,34.0263,-118.2771
ROSEMARIE MAY,LO CARB U FOODS,NORTH HOLLYWOOD,34.2038,-118.3964
ROSEMARY RESTAURANT,TAKESUSHI RESTAURANT & ANDANTE,LOS ANGELES,34.0581,-118.3078
ROSENDO CAMACHO,EL PROGRESO SUPERMARKET # 1,NORTHRIDGE,34.2282,-118.5476
ROSI CONTRERAS,LA PARRILLA FRESH,RESEDA,34.2057,-118.536
ROSSANA MARCY,NICKY AND CINDY'S MINI HOT DOG CART,TUJUNGA,34.239,-118.2803
ROTISSERIE 101 LLC,TWIST & GRILL LLC,LOS ANGELES,34.0488,-118.2603
ROUGE GENTLEMEN'S CLUB INC,,VAN NUYS,34.212,-118.4518
ROUND 3 INC,,LOS ANGELES,34.0334,-118.4422
"ROXBURY CLUB & LOUNGE, LLC",,LOS ANGELES,34.1016,-118.3283
ROY KAVIN INC,GREENBLATTS,WEST HOLLYWOOD,34.098,-118.3646
ROY M RUIZ,RM ELECTRIC SERVICE,SAN PEDRO,33.7556,-118.2941
ROYAL CAPITAL HOLDINGS INC,,LOS ANGELES,34.0979,-118.3468
ROYAL PROJECTS LLC,NICK'S KITCHEN,RESEDA,34.1932,-118.5618
ROYAL RONG INC,OCEAN SEAFOOD RESTAURANT,LOS ANGELES,34.0617,-118.2394
ROYCE CHANG,,NORTH HOLLYWOOD,34.1939,-118.3652
ROYDEEP ENTERPRISES LLC,POPEYES CHICKEN #3599,LOS ANGELES,33.989,-118.3292
RP'S RESTAURANTS INC,ABHIRUCHI GRILL,LOS ANGELES,34.0174,-118.4096
RPV BUSINESS VENTURE INC,SUBWAY,LOS ANGELES,34.0108,-118.2925
RRH LANKERSHIM INC,MC DONALD'S,NORTH HOLLYWOOD,34.185,-118.3868
RTG CHAPMAN LLC,,LOS ANGELES,34.064,-118.2973
RTS FOOD SERVICE INC,,N HOLLYWOOD,34.1821,-118.3921
RUBEN AGUINAGA,BULLSEYE LIQUIDATORS,SYLMAR,34.2946,-118.4157
RUBEN ESPANA,LA JUQUILITA CATERING,CULVER CITY,33.9977,-118.3966
RUBEN IBARRA,NATALIES RESTAURANT AND CATERING,GARDENA,33.8815,-118.2899
RUBEN M/AMPARO TORRES,,WILMINGTON,33.7915,-118.2633
RUBEN MORALES,JLR CATERING,VAN NUYS,34.2194,-118.4635
RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,MARINA DEL REY,33.9858,-118.4435
RUBIOS RESTAURANTS INC,RUBIO'S FRESH MEXICAN GRILL,NORTHRIDGE,34.2427,-118.5579
RUBYS 3RD ST LLC,GOLDIE'S,LOS ANGELES,34.073,-118.3739
RUN THE JEWELS LLC,JEWEL,LOS ANGELES,34.0831,-118.2843
RUNDY RANN,,N HOLLYWOOD,34.2012,-118.4256
RUNWAY TWO-FIVE CORP,THE PROUD BIRD,LOS ANGELES,33.9351,-118.3784
RUSSIA RESTAURANT AND BANQUET INC,,LOS ANGELES,34.102,-118.3281
"RUSSIAN DACHA CAFE, INC",,VALLEY VILLAGE,34.1673,-118.3965
RUTH QUEVEDO ALVIZUREZ,,LOS ANGELES,34.0689,-118.2932
RUTTS HAWAIIAN CAFE,,LOS ANGELES,34.0045,-118.4216
"RW2, LLC",33 TAPS SILVER LAKE,LOS ANGELES,34.0909,-118.2783
RYAN GORDON,THE PANHANDLER,RESEDA,34.2133,-118.5324
RYE BAR LLC,TRAXX,LOS ANGELES,34.0562,-118.236
S & D GOURMET INC,GOURMET PALACE CHINA BISTRO,SHERMAN OAKS,34.1646,-118.4142
S & E MANAGEMENT INC,,LOS ANGELES,34.0496,-118.2477
S & R SUBWAY INC,SUBWAY SANDWICHES,LOS ANGELES,33.9612,-118.4203
S & R SUBWAY INC,SUBWAY SANDWICHES #3780,LOS ANGELES,34.0204,-118.4039
S & R SUBWAY INC,,LOS ANGELES,34.0762,-118.3005
S & R SUBWAY INC,SUBWAY SANDWICHES STORE #13476,LOS ANGELES,34.0204,-118.356
S & S CHATSWORTH CORPORATION,SEVAN CHICKEN NO.3,CHATSWORTH,34.2575,-118.5798
S ABULYAN INC,BURYERIM VALLEY VILLAGE,VALLEY VILLAGE,34.1582,-118.3964
S BRO INTERNATIONAL INC,CHOIGANEI 2,LOS ANGELES,34.0617,-118.3116
S LOUNGE LLC,,LOS ANGELES,34.0617,-118.2926
S S RESTAURANT CORP,SAISAI RESTAURANT,LOS ANGELES,34.0494,-118.2527
S. Y. CHINA WOK CORPORATION,CHINA WOK,NORTH HILLS,34.2356,-118.4674
S/M ALPINE INTERNATIONAL INC,CASABLANCA RESTAURANT,LOS ANGELES,34.027,-118.2368
SAB ENTERPRISES LLC,THE FLYIN' JALAPENO,VENICE,33.9874,-118.4726
SABINA MICIC/DAJANA MICIC,DIB HOTDOGS,VAN NUYS,34.1781,-118.4618
SABOR COLOMBIANO INC,,LOS ANGELES,34.0512,-118.2733
SABOR Y CULTURA INC,SABOR Y CULTURA,LOS ANGELES,34.1017,-118.3122
SABORA MEXICO MEXICAN FOOD INC,SABOR A MEXICO,PANORAMA CITY,34.2426,-118.4502
SABORES MEXICAN FOOD INC,MARGARITAS MEXICAN FOOD,LOS ANGELES,34.0476,-118.2829
SADAF RESTAURANT ENCINO LLC,SADAF RESTAURANT,ENCINO,34.1567,-118.4864
SADRAC N CEDANO GONZALEZ,TACOS EL TAPATIO,LOS ANGELES,34.0261,-118.2193
SAE HYEONG INC,VIKING CLUB,LOS ANGELES,34.0732,-118.2766
SAEED BABAEEAN,2600 SUNSET BLVD LLC,LOS ANGELES,34.0799,-118.27
SAEL CORP,SUBWAY 58703,LOS ANGELES,34.0325,-118.2448
SAFFRON MEDITERRANEAN GRILL INC,,SHERMAN OAKS,34.1507,-118.4495
SAFFRONITA LLC,BAVEL,LOS ANGELES,34.0415,-118.2326
SAFIR MEDITERRANEAN CUISINE INC,SAFIR MEDITERRANEAN CUISINE INC.,WOODLAND HILLS,34.172,-118.5675
SAFIR SANTA MONICA INC,SAFIR MEDITERRANEAN CUISINE,LOS ANGELES,34.0452,-118.452
SAGE BLOSSOM LLC,,LOS ANGELES,34.0657,-118.2373
SAGE VEGAN BISTRO ECHO PARK LLC,SAGE VEGAN BISTRO,LOS ANGELES,34.0772,-118.2584
SAID R SAID ZADAH,KABAB HOUSE,RESEDA,34.1869,-118.5365
SAIGON BISTRO,SAIGON BISTRO,TORRANCE,33.8314,-118.3074
SAINT MARC USA,SAINT MARC,LOS ANGELES,34.06,-118.4198
SAJJAD TAKALLOU,CAFE DE ALLEY,LOS ANGELES,34.0348,-118.2579
SAKE DOJO LLC,,LOS ANGELES,34.0498,-118.2399
SAKE SAKE JAPANESE RESTAURANT,,SUNLAND,34.26,-118.3149
SAKURA JAPANESE RESTAURANT INC,SAKURA JAPANESE RESTAURANT,LOS ANGELES,33.992,-118.4222
"SAKURA STN GROUP, LLC",SAKURA SUSHI,PANORAMA CITY,34.2202,-118.4323
SAL DULCE INC,CASCABEL,TOLUCA LAKE,34.1522,-118.3642
SAL FED CORP OF BOYLE HGTS,,LOS ANGELES,34.0473,-118.2074
SALAD CONCEPT INC,MEAN GREENS,LOS ANGELES,34.0838,-118.3613
SALATA ON FLOWER LLC,SALATA,LOS ANGELES,34.0515,-118.256
SALBURDEZ LLC,CAVEMAN KITCHEN,LOS ANGELES,34.0359,-118.2915
SALEM MALEEH,TOP FALAFEL,N HOLLYWOOD,34.187,-118.4138
SALFA INC,ANCORA CUCINA ITALIANA,TARZANA,34.1727,-118.5607
SALFED CORP OF LOS ANGELES,KENTUCKY FRIED CHICKEN,LOS ANGELES,34.0302,-118.1993
SALIHA FOOD SERVICES INC,CHIBOGS RESTAURANT,LOS ANGELES,34.0695,-118.2657
SALIM A/NOURA A SKAF,SKAF'S GRILL,N HOLLYWOOD,34.1796,-118.3965
SALITA LLC,REDDI CHICK/MART COFFEE & JUICE BAR,SANTA MONICA,34.0479,-118.4914
SALLY GUTIERREZ,NELIS DELI,LOS ANGELES,34.0333,-118.4485
SALSA & BEER 2 INC,,NORTH HOLLYWOOD,34.2011,-118.3868
"SALSA & BEER, INC",,VAN NUYS,34.1929,-118.5185
SALT & STRAW LLC,,LOS ANGELES,34.0752,-118.3236
SALT N PEPPA INC,,LOS ANGELES,34.0466,-118.2536
SALT N PEPPER INC,,LOS ANGELES,34.0347,-118.2165
SALT N PEPPER INC,WABA GRILL,TORRANCE,33.8314,-118.3075
SALT OF THE EARTH PRODUCTIONS INC,SALT OF THE EARTH CATERING,LOS ANGELES,34.0536,-118.3842
SALTS JR LLC,SALTS CURE,LOS ANGELES,34.0917,-118.3386
SALVADOR CATERING INC,,SUN VALLEY,34.2279,-118.3877
SALVADOR DIAZ,PIONEER CHICKEN #231,LOS ANGELES,34.0343,-118.2156
SALVADOR MATA,YUM YUM FRANCHISE #71,LOS ANGELES,34.1149,-118.2459
SALVADOR RUIZ VALDIVIA & ANGELICA MARIA GUTIERREZ,TACOS !!! WOW !!!,WINNETKA,34.2083,-118.5714
SALVADOR SANCHEZ,LUCY'S DRIVE INN,LOS ANGELES,34.0398,-118.284
SALVADOR/GLORIA LAZARO,FRANK'S,LOS ANGELES,34.0702,-118.3614
SALVATORE ANTONIO ALESSI,ALESSI PIZZERIA,LOS ANGELES,34.083,-118.3386
SAM A PAPAVASILOU,TROY DRIVE IN #8,LOS ANGELES,34.1225,-118.2123
SAM KANER,BOX THAI STREET FOOD,VAN NUYS,34.187,-118.5007
SAM RUBY INC,RUBY THAI KITCHEN,NORTHRIDGE,34.2391,-118.5535
SAM'S CATERING,,VAN NUYS,34.2168,-118.4695
SAMARKAND CAFE LLC,,LOS ANGELES,34.0802,-118.2538
SAMI OTHMAN,HALALOGLU,LOS ANGELES,34.0172,-118.2824
SAMIR N SAWERES,,SUN VALLEY,34.2132,-118.3595
SAMIS GRILL INC,,LOS ANGELES,34.0807,-118.3616
SAMIT JAMPASIRI,KUNNAI THAI RESTAURANT,LOS ANGELES,34.0695,-118.3002
"SAMMY'S DONUTS AND ICE CREAM, INC.",SAMMY'S GOODIES,LOS ANGELES,34.0038,-118.2652
SAMUEL FLORES DOMINIGUEZ / ALMA FLORES,MARISCOS GUAYABITOS # 3,SYLMAR,34.2982,-118.4588
SAMUEL HERRERA,SAN MIGUEL RESTAURANT,LOS ANGELES,34.0727,-118.2916
SAMWOL INC,SHANGHAI BAN JUM,LOS ANGELES,34.0665,-118.2916
SAMWOL INC,5 MINUTE BOWL,LOS ANGELES,34.0658,-118.2911
SAN ANTONIO RESTAURANT,,SAN PEDRO,33.7448,-118.2876
SAN FRANCISCO C&C,MELS DRIVE-IN #7,LOS ANGELES,34.1005,-118.3386
"SAN PEDRO BREWING CO, INC",,SAN PEDRO,33.7387,-118.2841
SAN PEDRO WATERFRONT LLC,PORTS O CALL WATERFRONT DINING,SAN PEDRO,33.7297,-118.2752
SANAMLUANG THAIFOOD INC,SANAMLUANG CAFE,NORTH HOLLYWOOD,34.2009,-118.4156
SANCHEZ FAMILY CORP,MCDONALDS #7037,LOS ANGELES,34.0319,-118.244
SANCHEZ FAMILY CORPORATION,MCDONALD'S #6688,LOS ANGELES,34.032,-118.2667
SANCHEZ FAMILY CORPORATION III,MCDONALDS #24341,LOS ANGELES,34.0435,-118.2653
SANCHEZ PALMA INC,TRES PALMAS RESTAURANT,LOS ANGELES,34.1027,-118.236
SANDI UNG TANG,"LOUISIANA FRIED CHICKEN, CHINESE FOOD, DONUTS & FISH MARKET",LOS ANGELES,34.0255,-118.3176
SANDRA HERNANDEZ,CASA DE LAS DELICIAS CHAPINAS,LOS ANGELES,34.0301,-118.2914
SANDRA J MEJIA,SHULTON CITY FAMILY RESTAURANT,LOS ANGELES,34.0135,-118.2666
SANDRA JIMENEZ JAIMES,,LOS ANGELES,34.0468,-118.2444
SANDRA LUZ ALEJANDRE TAJIMAROA,MARISCOS EL PUERTO,NORTH HOLLYWOOD,34.2009,-118.4088
SANDRA LUZ OLIVER VILLICANA,CHESSCOS COCINA MEXICANA,LOS ANGELES,34.0584,-118.2914
SANDRO CORPORATION,PACE,LOS ANGELES,34.1088,-118.3697
SANDY BALANI,FUSION BISTRO,LOS ANGELES,34.055,-118.2424
SANDY SOKHENG SREY/EDWARD LEE,TOP DONUTS,WILMINGTON,33.7906,-118.2729
SANG CHOON & YUNG MI YOO,PINE TREE RESTAURANT,NORTHRIDGE,34.2212,-118.536
SANG HUN LEE,KANG NAM RESTAURANT,LOS ANGELES,34.0542,-118.3219
SANG KUK HAN,CHO MAK,LOS ANGELES,34.0679,-118.3091
SANG VAN HUYNH,CANOGA BILLIARDS,CANOGA PARK,34.201,-118.6064
SANG WON CHO,TOWN HOF RESTAURANT,LOS ANGELES,34.0493,-118.3086
SANG WOO CHUNG,SA OH JUNG KOREAN RESTAURANT,LOS ANGELES,34.0324,-118.2507
SANG YE HAN,MAT JIP,LOS ANGELES,34.0578,-118.2944
SANGHEE HAN,KITCHEN SOODA,LOS ANGELES,34.0629,-118.3065
SANGPEN BUNDIDTHAM,NOODLE BAR THAI CAFE,LOS ANGELES,34.0134,-118.4164
SANGROKSOO FOOD INC,,LOS ANGELES,34.0539,-118.321
SANIT JATURONGKHASUMRIT,SOO-RAA THAI AMERICAN CHIC,TOLUCA LAKE,34.1522,-118.3629
SANTA AMERICANA INVESTMENTS INC,PANINI CAFE 3RD STREET,LOS ANGELES,34.072,-118.3651
"SANTA CENTURY, INC.",PANINI KABOB GRILL,LOS ANGELES,34.06,-118.4198
SANTA CUCINA INVESTMENTS INC,PANINI CAFE WESTWOOD,LOS ANGELES,34.06,-118.443
SANTA FLORITA INVESTMENTS INC,PANINI KABOB GRILL,LOS ANGELES,34.0451,-118.2603
SANTA PLAYA VISTA PANINI INVESTMENTS INC,PANINI KABOB GRILL,PLAYA VISTA,33.9726,-118.426
SANTA VICTORIA INVESTMENTS INC,PANINI KABOB GRILL,WOODLAND HILLS,34.1877,-118.6015
SANTIAGO A CERVANTES,TIROS CHICKEN,LOS ANGELES,33.9826,-118.2699
SANTIAGO PARRA,MEL'S PRODUCE,LOS ANGELES,34.0396,-118.3794
SANTIAGO/BEATRIZ RODRIGUEZ,MONARCA'S MEXICAN FOOD,HARBOR CITY,33.7897,-118.2979
SANTINO'S PIZZA INC,SANTINO'S NY PIZZA,SHERMAN OAKS,34.1489,-118.4312
SANTORINI PIZZA,,RESEDA,34.1938,-118.5326
SANTOS G FUENTES,FUENTE RESTAURANT,LOS ANGELES,33.9873,-118.2914
SANTOS HERNANDEZ,MARISCOS ROSARITO,WILMINGTON,33.7792,-118.2755
SANTOS U ALVAREZ,PARAISO KABAB,VAN NUYS,34.2,-118.4487
SANTUARI LLC,SANTUARI,LOS ANGELES,34.1451,-118.3384
SANYA BBQ INC,,LOS ANGELES,34.0526,-118.2976
SAR CALIFORNIA HOLDCO INC,SARKU JAPAN,CANOGA PARK,34.1914,-118.6039
SARA C SERRANO CLARK,SARITA'S PUPUSERIA | SARITAS PUPUSERIA,LOS ANGELES,34.0507,-118.2481
SARAH CHAI,SLICEY'S PIZZA,LOS ANGELES,34.0475,-118.3204
SARAH TAK,THE HUNGRY NINJA,CHATSWORTH,34.2572,-118.5914
SARANYA PROMPRASERT / SOMPONG PROMPRASERT,THAI OCEAN RESTAURANT,LOS ANGELES,34.0585,-118.2921
SARKIS AND ANAHID TASHCHIAN,SIZZLIN KABOB,NORTH HOLLYWOOD,34.2012,-118.4143
SARKIS KESOYAN',CORNER GRILL,LOS ANGELES,34.0464,-118.2538
SASABUNE EXPRESS LLC,SASABUNE EXPRESS,PACIFIC PALISADES,34.0464,-118.5238
SASABUNE INC,SASABUNE RESTAURANT,LOS ANGELES,34.0465,-118.4644
SASABUNE INC,,GLENDALE,34.1464,-118.2551
SATAPORN SOMBOONKIT,GRANDMAS THAI KITCHEN,SHERMAN OAKS,34.1721,-118.4217
SATURNINO G DOMINGUEZ,,PACOIMA,34.2645,-118.4234
SAUCY FINGERS INC,DICKEY'S BARBECUE PIT,NORTHRIDGE,34.2343,-118.536
SAUL Q TORRES,ANDYS SUB SHOP,CANOGA PARK,34.201,-118.5958
SAVC LLC,,LOS ANGELES,34.1019,-118.3291
SAVIN HANG,HAPPY DONUTS,LOS ANGELES,34.0595,-118.2748
SAVJI MOHAN PATEL,TOGO'S EATERIES,PANORAMA CITY,34.2158,-118.4487
SAWTELLE BBQ INC,BUTCHER'S DOG,LOS ANGELES,34.0381,-118.4412
SAWTELLE CORP.,,LOS ANGELES,34.039,-118.4424
SAYAD ALFERED,NAYEB KABOB,LOS ANGELES,34.0357,-118.2593
SAZON K- TRACHO #2,,LOS ANGELES,34.033,-118.294
SAZON K-TRACHO,,LOS ANGELES,34.0073,-118.2827
SB & H GROUP INC,CHADOLPOONG.USA,LOS ANGELES,34.0631,-118.2975
SB INVESTMENT GROUP INC,WINGSTOP,WILMINGTON,33.7798,-118.2634
SBARRO LLC,SBARRO THE ITALIAN EATERY,LOS ANGELES,34.0114,-118.3363
SBARRO LLC,,LOS ANGELES,34.0623,-118.1715
SBD FOODS INC,SUBWAY SANDWICH #11953,LOS ANGELES,34.0257,-118.4273
SBD FOODS INC,SUBWAY 26442,GRANADA HILLS,34.2862,-118.502
SBE/KATSUYA USA LLC,KATSUYA,LOS ANGELES,34.0533,-118.4675
"SBJM ENTERPRISES, INC.",,LOS ANGELES,34.0445,-118.4543
SBJP INC,,LOS ANGELES,34.0576,-118.2961
SC BAKERY & PIZZA  INC,LATE NIGHT PIZZA,VAN NUYS,34.1864,-118.4231
SC PIZZA KING INC,CAS DI PIZZA AND SUBS | WESTHILLS PIZZA CO.,WEST HILLS,34.2074,-118.6234
SCHITEAUS INC,LITTLE BEAR,LOS ANGELES,34.0357,-118.2327
SCHNITZELINE INC,,STUDIO CITY,34.1278,-118.3818
SCHOOL FOOD ENTERPRISES INC,,LOS ANGELES,34.0624,-118.309
SCHPADA INC,CARMINES TWO,LOS ANGELES,34.0561,-118.4263
SCHWARZ AND KERN HOME INC,,CHATSWORTH,34.2572,-118.5785
SCO LLC,SHAKEYS PIZZA #1,WEST HOLLYWOOD,34.0907,-118.3416
SCO LLC,SHAKEYS PIZZA #2,LOS ANGELES,34.0581,-118.3633
SCO LLC,SHAKEYS PIZZA #8,N HOLLYWOOD,34.167,-118.3965
SCO LLC,SHAKEYS PIZZA #5,LOS ANGELES,34.0487,-118.2122
SCO LLC,SHAKEYS PIZZA #17,LOS ANGELES,34.0981,-118.3028
SCOTT A ZWIEZEN,ELF CAFE,LOS ANGELES,34.0774,-118.2642
SCP ENTERPRISES,,TORRANCE,33.8314,-118.3075
SDRK CORPORATION,SUBWAY 1058,LOS ANGELES,34.1016,-118.3212
SE YUN PARK,BASKIN ROBBINS,LOS ANGELES,34.1102,-118.1914
SEA MINOR,GREEN LEAVES VEGAN,LOS ANGELES,34.103,-118.2874
SEA VIEW RESTAURANTS INC,GLADSTONES 4 FISH,PACIFIC PALISADES,34.0384,-118.5556
SEAN HEYMAN,RISE & SHINE CATERING,LOS ANGELES,33.9807,-118.3946
SEAN MURPHY,SEAN MURPHY CATERING & EVENTS,BEVERLY HILLS,34.0636,-118.3897
SEASIDE DINING GROUP INC,DENNYS RESTAURANT #7328,LOS ANGELES,34.0605,-118.4431
SEBASTIAN AJMAC,LOS CHAPINES RESTAURANT,RESEDA,34.2009,-118.5198
"SEBASTIANS, LLC",,SAN PEDRO,33.7376,-118.2838
SEDRAK TOROSYAN,PITA GRILL,NORTH HOLLYWOOD,34.1874,-118.3987
SEEMA RAHMAN KHAN,SEEMA'S BURGERIM,LOS ANGELES,34.062,-118.3133
SELMA AVENUE INC.,CHATEAU HANARE,LOS ANGELES,34.0988,-118.3671
SEN NARI INC,SEN NARI SUSHI,GARDENA,33.8654,-118.3091
SENG CHIV LAV/CHUNG MUY UNG,HONG KONG BOWL/LOUISIANA FRIED CHICKEN,LOS ANGELES,33.9887,-118.2914
"SENG LIV 168, INC.",MAGGIE'S DONUT,LOS ANGELES,34.062,-118.2805
"SENIOR CLASSIC LEASING, LLC",CARLS JR STORE 8150,NORTH HOLLYWOOD,34.1903,-118.3877
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT#7351,WOODLAND HILLS,34.1856,-118.6428
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7355,PANORAMA CITY,34.2215,-118.446
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT#7366,TARZANA,34.1865,-118.5538
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT#7378,VAN NUYS,34.1877,-118.4661
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7493,N HOLLYWOOD,34.164,-118.3702
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7364,N HOLLYWOOD,34.1831,-118.3964
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7376,SAN FERNANDO,34.2789,-118.4535
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT #7371,GRANADA HILLS,34.2574,-118.4982
"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT#7379,CHATSWORTH,34.2493,-118.5885
